Fecha,Orden ID,Cliente ID,Nombre del Cliente,Ciudad Cliente,Vendedor ID,Ciudad Vendedor,Producto ID,Categoria Producto,Peso Producto g,Volumen Producto cm3,Fotos Producto,Precio Unitario,Cantidad,Subtotal Orden,Costo Flete,Total Orden,Total Pago Orden,Tiempo Entrega Estimado (Dias),Estado Orden,Calificacion,Tiempo de Reposicion,ClasificacionABC
2018-04-28,61769896c818f7de2c326dfef69551a6,2e5e34f3721a8a8b891a9d0596c39650,d8729aea335b92114bf0de987ab3b6ba,PR,e256a62e0ac58c0edfba09966142d561,curitiba,570509b6d981370031c1f839592a1be0,utilidades_domesticas,4006.0,32400.0,2.0,133.0,1,133.0,13.37,146.37,292.74,12.479664351791143,delivered,5.0,83,C
2018-01-10,61b0d0e5364491e1c839a21fcfedc08c,343cdea7027e5f6e2c424a476e84a153,ca8fdaed559d0265552e4deca348152d,SP,955fee9216a65b617aa5c0531780ce60,sao paulo,54d9ac713e253fa1fae9c8003b011c2a,cool_stuff,1867.0,7776.0,8.0,29.5,1,29.5,13.08,42.58,42.58,18.322094907518476,delivered,5.0,52,C
2018-02-22,61b40f2b303f6b312a3563e508baafb7,4209c2248f1d9e2a244d179a52053ffa,91b721d32e8d30023ad17bddb6f6eee7,MS,42b729f859728f5079499127a9c2ef37,sao paulo,634256dbcd184b3757ffd7632c9fe52a,beleza_saude,150.0,1360.0,1.0,24.9,1,24.9,14.1,39.0,78.0,21.66378472233191,delivered,5.0,75,C
2018-06-24,61d903b9af9181717baf3abd115fbd71,aa294c7d7d7820cc338f7c39e08f93fb,de8a8c68278348a806f003f124dac625,SP,3b872fd4747f01cc56206f2934198618,ibitinga,53f022fb540ac66bc0374331d2342a60,cama_mesa_banho,5775.0,87584.0,1.0,109.99,1,109.99,36.85,146.84,146.84,23.360543981660157,delivered,5.0,24,C
2017-04-30,61e94ee01643283937897275a00ed8ff,8570f89a7a3d9a32f6c6d33865d41281,4605f3ff1f7465c4e555b2429d8efafb,SC,fe2032dab1a61af8794248c8196565c9,campinas,5f21301936c11698db6aee5444190da0,perfumaria,367.0,4416.0,1.0,149.9,1,149.9,15.22,165.12,165.12,25.56347222207114,delivered,5.0,61,C
2018-07-27,61f26d1fbc29fc8e6d6bc8ba373e81f6,af0f2e3b32ac271dcd35a658be51c3c4,33d03a27f57497a1f9f27b2b31d5b6f0,BA,5194c22ed1f616ec0c0f33c571542879,santa rita do sapucai,6341aca5b02d00d80b6f4dead6816435,portateis_casa_forno_e_cafe,400.0,24000.0,1.0,29.9,1,29.9,22.14,52.04,52.04,24.111319444607943,delivered,4.0,62,C
2017-04-14,620ea07d40c8834b597d0eba70441dc5,9bda75a1455bb02fcd35736974cd9b5b,a2c29b59dba7de05c2d0f221b984f7ab,RJ,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,5a11bc271d03e7a31cdd33d1d8580456,esporte_lazer,600.0,11400.0,3.0,309.0,1,309.0,19.0,328.0,328.0,32.59692129632458,delivered,4.0,3,C
2018-08-02,62194497cd66edf084b172f8cdff8235,f0270ea9eaa22877af089f2d0f8db9fa,322e1b9e5b24a2a76cfa1c109c442c01,SP,6560211a19b47992c3666cc44a7e94c0,sao paulo,5d7c23067ed3fc8c6e699b9373d5890b,fashion_bolsas_e_acessorios,250.0,640.0,3.0,59.0,1,59.0,7.67,66.67,66.67,6.494837963022292,delivered,5.0,88,C
2018-07-27,621e872311397c42f0b553c82785d56e,fc99c647ea0438ef017c02573a18ac07,e9275e3687ca3cba55a85dd2d2780c4a,RS,d594982fd877af63ace38ea1fca27c76,sao paulo,5ae2f57d379f89f995f9444cdb6d5c60,cool_stuff,133.0,1872.0,2.0,27.19,1,27.19,15.29,42.480000000000004,42.48,19.46746527776122,delivered,5.0,52,C
2017-11-28,6220b40639ab71c71d26a9ce7d5905c7,d3715aa5d97c7fb70347c608c5448b9a,92f93187b1f2b2b3f774655a3936b90b,SP,fe2032dab1a61af8794248c8196565c9,campinas,62c89abe1afe3a23c17765d462718a4c,perfumaria,540.0,5681.0,1.0,233.0,1,233.0,10.85,243.85,243.85,13.449479166883975,delivered,5.0,61,C
2017-12-01,62298ce96fd87a8c6dbd04c4b2a16d41,1aa26144f171fa1e7082aa0bd5a02e20,e7fdb450df9cb5915176faf3c938d1fd,SP,d1c281d3ae149232351cd8c8cc885f0d,ibitinga,5a76b277c6c31033b89362512fb80274,cama_mesa_banho,500.0,3000.0,1.0,37.99,1,37.99,12.69,50.68,50.68,25.303761573974043,delivered,4.0,24,C
2018-07-11,623a385bdb7d45cd3a9411fcee8e2c53,c7f93fae8ca16f4abf3a09a6205c9741,6beb50c4bfec8dfbfdd1d12d4d75b529,SP,4a3ca9315b744ce9f8e9374361493884,ibitinga,5496a07083e7727282eb3d1c97d5c054,cama_mesa_banho,2400.0,23625.0,1.0,216.0,1,216.0,18.64,234.64,234.64,13.173564814962447,delivered,4.0,24,C
2017-05-03,624c268e0f962ef1cbf0033ad522f675,bafa2b1bf446e21ad617511be6078573,e67d2d24911d799845deaef02de14064,RS,d20b021d3efdf267a402c402a48ea64b,ibitinga,5bcaab71581cabea86192eea9c13467d,moveis_decoracao,800.0,48000.0,2.0,79.99,1,79.99,19.15,99.13999999999999,99.14,26.517847222276032,delivered,4.0,72,C
2018-02-28,624ece5892f73fbaf47eeb121c501547,85809839d024384e5326a41a2b1ae4cf,e4759b86f83529a6cbb5dc2a70a899b4,SP,850f4f8af5ea87287ac68de36e29107f,sao paulo,5fdf539153cefe3f3fd8589c6c22f191,cool_stuff,1700.0,27216.0,3.0,599.0,1,599.0,15.4,614.4,614.4,12.336087963078171,delivered,5.0,52,C
2017-05-16,6260a1de134b2ed0e97c3763b0c28aee,b7195944c3ced9b70bb7476dee99984a,d13fa2a2695c021fd9fe5a02f2d57186,RJ,f9244d45189d3a3605499abddeade7d5,sao paulo,5c0826f946c32406d5baa79544668b4c,eletroportateis,1200.0,7500.0,2.0,99.99,1,99.99,14.45,114.44,114.44,36.160231481306255,delivered,4.0,51,C
2017-05-31,6261f3240a8778c656bd28aeb2ba9985,59c0ac147fb499a0f14577f508a3657d,23643c53099bde88bb77d5a199704035,BA,a673821011d0cec28146ea42f5ab767f,sao paulo,58b0b0b3e6b7f8ecd3874db9c141250d,brinquedos,850.0,34375.0,4.0,198.0,1,198.0,17.83,215.82999999999998,215.83,33.443344907369465,canceled,5.0,76,C
2017-07-31,62640a90dbc0dc6dedc1ce5925e36e00,841a10b36f795c595b69ae09ee5b34b8,51123d30e274aeedc27ae7f4d1abed14,SP,d1c281d3ae149232351cd8c8cc885f0d,ibitinga,56d45b2c27871322801134f57d1b9dfb,cama_mesa_banho,1800.0,21000.0,1.0,163.99,1,163.99,16.78,180.77,180.77,17.59222222212702,delivered,5.0,24,C
2018-02-01,629af6001c311533699b7c3a91557aa8,434dc66083e0ce3920a49a32c18181e6,91d7fe4f2e407bee69ad391caaced497,RS,06579cb253ecd5a3a12a9e6eb6bf8f47,sao paulo - sp,59fc88d07b8100b80600e42f3e5ac79d,utilidades_domesticas,1350.0,5280.0,1.0,61.9,1,61.9,17.68,79.58,79.58,33.54343750001863,delivered,5.0,83,C
2018-07-07,62a67b702512a0fa8e5b70d26369bdd3,7d24a4f248c9d34b88eae8d6e120e49c,1cb2ccccd3f348ee0c632f8dc2e39da6,MA,d8c7ba53e7e38711eaef8c2849d6d2e1,floresta,57552a168008a60472e3e6bb351422e7,bebes,300.0,16992.0,2.0,29.0,1,29.0,62.45,91.45,91.45,33.42858796287328,delivered,5.0,21,C
2017-10-08,62ad575f01f34c4defb94b0a1f56b577,e8e36e3a100b426aed411f2a8f8a2e0c,67433d3ca36736e897ac66c01a8b64ee,CE,d94a40fd42351c259927028d163af842,baependi,5804729aafca1ebee7b26895d830586e,utilidades_domesticas,9850.0,58621.0,4.0,139.0,1,139.0,48.41,187.41,187.41,32.51211805548519,delivered,5.0,83,C
2018-01-21,62c6faba9a84c2ac9babd4395fa2345c,c66395e32fb06d62ba3a31cd46456c2a,af80cd98f2dba639dc43b4e06bdbcdca,PA,f7ccf836d21b2fb1de37564105216cc1,ibitinga,5360ece40f89cf47f68ec7353fb12d49,cama_mesa_banho,550.0,1710.0,1.0,39.0,1,39.0,25.63,64.63,64.63,39.616747685242444,delivered,5.0,24,C
2018-01-12,62c8cabbf08ca09f4141500d262a269f,dd1fe8aa6b0a4e2f807d85340113f9c9,bef0e940756e81186c0127ed9adeac74,SP,0be8ff43f22e456b4e0371b2245e4d01,sao paulo,5adc6c464f33f8560dd3c984291d4ba1,malas_acessorios,550.0,9600.0,3.0,99.9,1,99.9,13.04,112.94,112.94,24.44335648138076,delivered,5.0,2,C
2017-07-20,62d1fe3b4b56a1fdd8b36c6337feb134,02d3be823b4d408e3f5e80f5cb7cb0e9,0f3a227f3d3a4571ee21f797defcc40f,SP,9c0e69c7bf2619675bbadf47b43f655a,sao jose dos campos,5bc5205ae68bc0e9997e05fa59b06194,informatica_acessorios,825.0,6750.0,1.0,189.9,1,189.9,10.74,200.64000000000001,200.64,12.240706018637866,delivered,1.0,2,C
2017-10-25,62e975f28aa68109d68f92298a9327ac,00ba767af52461bf567696d2a6d2909f,4dfa53e424b44b9dcb3965683078712d,MG,48436dade18ac8b2bce089ec2a041202,volta redonda,54e5939fcd9ae70ad0f59f612d6d29bd,cool_stuff,550.0,4050.0,4.0,45.9,1,45.9,16.11,62.01,62.00999999999999,26.375717592425644,delivered,4.0,52,C
2018-07-14,63175a0077fd25dc166bf27cfa3927df,747af79916b2377c22485f4e83c6e521,26fc746146b768c8cbab3cffc9a1374d,RJ,f7720c4fa8e3aba4546301ab80ea1f1b,curitiba,5a88e7d9d1beebd07d6d9e9e6eaf71c5,moveis_decoracao,800.0,2200.0,1.0,23.9,1,23.9,18.3,42.2,42.2,32.98920138878748,delivered,5.0,72,C
2018-02-11,63292a534f138991d0d55e67f7caa9bf,38715c6655e6780393714b7138495e8f,8bb00f6a4b2bf731dc04d1af4cfccf1e,SP,1835b56ce799e6a4dc4eddc053f04066,ibitinga,5b226d7c52f86ac72457617f78cff95d,cama_mesa_banho,875.0,18000.0,1.0,56.99,1,56.99,12.74,69.73,69.73,22.211446759290993,delivered,1.0,24,C
2017-11-24,633334854d8b82a06554d0bc7d67bd56,b0806ee09ba22b4f77b7cf8bc4b26a6f,f4c9e0ebf17bf085093b46f93abcab02,GO,6b243f80ed07b10f0e8aa0f21a205f3c,curitiba,5efee6a9b8e96bec1fae4b0f26470915,esporte_lazer,250.0,6156.0,1.0,29.9,1,29.9,34.15,64.05,64.05,26.584421296138316,delivered,4.0,3,C
2018-06-19,633a7a968ccf6b62a1ee53461794613a,4e8d3debc47ec183ad422f2f04a39381,84ff59e5f5f20def7af5f29d4545af6e,SP,f3c38ab652836d21de61fb8314b69182,sao paulo,5a2a1ef8eda93793f1a4569bcdabd123,eletronicos,350.0,2464.0,1.0,115.0,1,115.0,8.97,123.97,123.97,9.596180555410683,delivered,5.0,38,C
2017-03-14,638c9cf27361e5d5ebfd404b72248390,f0a8aa77e0c61d91b2021d1d63b60e42,4d711b60741b6c36db7baf401dc8e6b8,PE,ffff564a4f9085cd26170f4732393726,campinas,5b9d4c71cc2d0a2417c2635818b654d7,automotivo,500.0,6400.0,1.0,82.95,1,82.95,25.07,108.02000000000001,108.02,42.08231481490657,processing,1.0,49,C
2017-09-18,639144fceedec20fa804e47bd91dcf31,f0f41eec87eb3d31733d349395eeb741,20688d09e8fcae9548135adcf702d36d,BA,da8622b14eb17ae2831f4ac5b9dab84a,piracicaba,5570e58fb62fc2a83e5bda3974e35be5,cama_mesa_banho,1050.0,14440.0,1.0,99.9,1,99.9,19.94,119.84,119.84,24.649861111305654,delivered,4.0,24,C
2017-09-29,63c1f65a4171fb69929e4fd2652f5617,cda19b7949fedcc5277c7021a8d309e4,1e7e6097b7791ac066908d6e26110cad,SP,2e3be8a987a30d7544dbbda6861cc14e,belo horizonte,62ff773b2194b8f9ee2e11c6da69730b,informatica_acessorios,250.0,2560.0,3.0,120.99,1,120.99,15.61,136.6,136.6,25.61297453707084,delivered,5.0,2,C
2017-04-20,63c6b78c7aceade884a5f08177c04e57,258e7fc07b15e9471951747d685ac3be,520af2d70fc68cd0ca72af43c5cbf0c5,MG,014c0679dd340a0e338872e7ec85666a,timoteo,57cc92900f861f0c72fa1df2cfe85577,moveis_cozinha_area_de_servico_jantar_e_jardim,3400.0,20336.0,1.0,594.0,1,594.0,25.07,619.07,619.07,19.434409722220153,delivered,5.0,42,C
2017-08-04,63ca01cc7002ee54c048868356eaffec,b362c2d95a52eaee614ed6309a832ce8,f3eaa4bbb8a5fd3df7f56d04eb72a9af,PR,d1c281d3ae149232351cd8c8cc885f0d,ibitinga,56d45b2c27871322801134f57d1b9dfb,cama_mesa_banho,1800.0,21000.0,1.0,163.99,1,163.99,21.64,185.63,185.63,23.118240740615875,delivered,5.0,24,C
2018-02-14,63ca9513cf22fe41c6d68a30c1eb1b91,ad72135eb6e07c6c5bc9bb554eb307ce,fd3b70d7905509add1d6470bc2af4f97,MG,1554a68530182680ad5c8b042c3ab563,monte siao,5c37fc5cf2955deea60c262cc60a51e1,moveis_sala,12075.0,53312.0,1.0,329.9,1,329.9,24.45,354.34999999999997,354.35,20.38497685175389,delivered,5.0,60,C
2017-08-18,63df4a3d0425e3dbe076e565dccb76b0,12910c76835edd99b9a08017779dcf22,9ab9cc37bfd00ae7adc38dbe343e0dc5,SP,dd2bdf855a9172734fbc3744021ae9b9,belo horizonte,5b59b0c94f8e31d14fe89dbbfda3df6c,cama_mesa_banho,700.0,14400.0,1.0,69.9,1,69.9,16.74,86.64,86.64,38.38171296287328,delivered,1.0,24,C
2018-01-21,63ec341d048559b0cb4216945930a486,f51c617d5ac6309979b1c223ecacf9b4,153dca32dbf814bfc54d3d5598365111,SP,955fee9216a65b617aa5c0531780ce60,sao paulo,54d9ac713e253fa1fae9c8003b011c2a,cool_stuff,1867.0,7776.0,8.0,29.5,1,29.5,13.08,42.58,42.58,15.034930555615574,delivered,5.0,52,C
2018-04-14,63ee2a06028932e4a287950b31596425,874ad9d97ff06efb1d8641daf88237f5,740e13bb25ea2a26b16c4bf4ab514264,MA,ea566164622c6b439516ab18062c42cd,sao  paulo,5f439ff2783a474946e17badd77aea1c,beleza_saude,1650.0,13500.0,1.0,23.95,1,23.95,26.9,50.849999999999994,50.85,25.565266203600913,delivered,4.0,75,C
2018-04-24,63f6e76a9eda18784ab77b51eb55d816,7aa6a1e59e2bdc73c151128d53e9cf5f,e76a742ecbb8201a0d3ad6f9f7587788,PR,54a1852d1b8f10312c55e906355666ee,santa barbara d'oeste,55b71bf300a2765a382eaec566df531f,esporte_lazer,3400.0,23100.0,5.0,74.99,1,74.99,12.67,87.66,87.66,27.555486110970378,delivered,4.0,3,C
2018-04-27,63feb2ae0b836343163861c5268b5e2e,145011fb245fefeb64d213c1193aafb6,acf91aaa6f337456d3c506a5a494552c,MG,2a84855fd20af891be03bc5924d2b453,belo horizonte,5d89f81b3fa14d26922c2bfa804e8a38,papelaria,750.0,8000.0,5.0,89.9,1,89.9,14.71,104.61000000000001,104.61,18.052268518600613,delivered,5.0,58,C
2017-12-15,641fb0752bf5b5940c376b3a8bb9dc52,f5afca14dfa9dc64251cf2b45c54c363,38cad70d154a4dcc42b598d5c01f7ef1,RJ,b33e7c55446eabf8fe1a42d037ac7d6d,pradopolis,60184212dae4e6b0da32bf54271a8c4a,relogios_presentes,394.0,2618.0,2.0,369.0,1,369.0,17.33,386.33,386.33,31.995717592537403,delivered,4.0,89,C
2018-06-29,642c50cb8d316db5333548a2c0fde4c6,ed651737e2a85a653a4dc3a2dc2689e3,dc1baecc788dfb33fe3a72738b605002,MG,179d859f51292aac5c10806a356f7af9,ribeirao pires,56e841b3011bbc87265ef5c05544e7c1,eletronicos,200.0,2112.0,1.0,22.0,1,22.0,18.25,40.25,40.25,24.976249999832362,delivered,5.0,38,C
2017-03-21,64307ceb91666760cf3ff463618302fd,c0a44bf37d5601228051fc07852f951f,00cc12a6d8b578b8ebd21ea4e2ae8b27,SP,d66c305afaec317ebee552073a674429,ribeirao das neves,60d49071f68566b7254c39a7d4ea5c1c,eletrodomesticos,100.0,1976.0,2.0,29.9,1,29.9,14.52,44.42,44.42,20.190717592369765,delivered,3.0,59,C
2018-03-22,6448237ae0af3afab5cd9c3aedeca40a,d8727aec38910ea158ed0eeee9f7812a,259f19a998805eccc670a71867051ca3,SP,7722b1df1b0e383e000397b2c11e3e19,sao bernardo do campo,5b15ec157adf95b76075f045c18ba7c0,utilidades_domesticas,450.0,6300.0,2.0,39.9,1,39.9,8.29,48.19,96.38,12.096180555410683,delivered,2.0,83,C
2018-01-31,6460cc80249f46f8289b2a8d55d61dbd,0987ae71e7ad93d01d1202b7299fbb50,56bc36aa1d5d1b03965ae45caadb6598,SP,da8622b14eb17ae2831f4ac5b9dab84a,piracicaba,54bb3470c28291c7252832f0437ca469,cama_mesa_banho,500.0,22000.0,1.0,39.9,1,39.9,8.85,48.75,153.39,21.037187499925494,delivered,1.0,24,C
2017-08-28,6490b668b6a0a9e14980564181095055,0d095616c201562b0eefaa56b107e1d3,6480f5c5c8a2c1763f2aef8d3eac0890,SC,5566627eab3fe93fd6ee08798226101a,sao jose dos pinhais,58e5c5c2d7966172afc6d5e125773d2d,perfumaria,100.0,2560.0,1.0,15.9,1,15.9,15.1,31.0,31.0,21.556249999906868,delivered,3.0,61,C
2018-05-27,649aa4ae69d60a0b65b5270e737081be,cc268320e77ed6ba7be0107cc7ad1b8f,9aae8213ff9bc04cc3ce48b85f43a173,RJ,99a54764c341d5dc80b4a8fac4eba3fb,sao paulo,5d0163a1864ccff91f6949a1b03a37ae,utilidades_domesticas,8450.0,24624.0,1.0,158.0,1,158.0,18.69,176.69,176.69,38.23517361097038,delivered,5.0,83,C
2018-07-07,64a52e5a0f31a4ccfe2f4318f49aa33f,c11fbe7b388030172ad222267ef2d57a,95f4b915c12f5b61a638f3928d23a89c,PR,42b729f859728f5079499127a9c2ef37,sao paulo,634256dbcd184b3757ffd7632c9fe52a,beleza_saude,150.0,1360.0,1.0,24.9,1,24.9,15.27,40.17,80.34,18.07309027761221,delivered,4.0,75,C
2018-08-10,64ae773be04783279d6b0763dc3cfcba,cb1bb392f55efb6cbffccb31c2af706a,667449901ab3becab247e45af647cba5,RS,d6ab728cf30867cf3f1a2e216ae2f9b7,sao paulo,546c7560260f60e3e086d0d106ced4e5,sinalizacao_e_seguranca,975.0,8160.0,5.0,216.0,1,216.0,24.31,240.31,240.31,13.491585648152977,delivered,5.0,47,C
2018-04-24,64b281751527cf3da5d9eb68c785cedf,aa213e6f66f6c3c075e569427d8344ce,57809944fa2fb381c6ed02a36c046676,PE,dbc22125167c298ef99da25668e1011f,borda da mata,5ab836116525006a1a417c5c24091e2f,malas_acessorios,600.0,14850.0,1.0,72.58,1,72.58,52.64,125.22,125.22,29.397743055596948,delivered,5.0,2,C
2018-04-20,64c9b30f62ddf4148ca00c99529edbbb,a2c28eb4a55895e04b2e2e0b21f29232,f43dbb06ec6832eb399ecee0db4c8899,SP,c003204e1ab016dfa150abc119207b24,cajamar,629e019a6f298a83aeecc7877964f935,automotivo,1750.0,27000.0,5.0,109.9,1,109.9,18.85,128.75,128.75,20.51385416649282,delivered,5.0,49,C
2018-02-20,64cd2762d8e5acf654990a8bc49a11c1,95b22f9b8c84114511f3825cf271baa1,b15c90b58688ace81aa3bba43ee4d601,MG,93dc87703c046b603023e75222018b45,belo horizonte,63e0fba310acec294c78c0ad6e3d0e4a,relogios_presentes,275.0,4224.0,1.0,159.0,1,159.0,9.68,168.68,168.68,19.275648148264736,delivered,5.0,89,C
2018-01-25,64d142a53c93d55b6809d20d06dcd951,bfe91080846bf422f0f38f6f2ecdf1c8,8e91711488bb4f319a13913326f72227,SP,9b013e03b2ab786505a1d3b5c0756754,vicente de carvalho,55945cf4a4e6def88dcc8996a581608a,beleza_saude,275.0,7392.0,9.0,104.49,1,104.49,9.48,113.97,113.97,14.574710648041219,delivered,3.0,75,C
2018-02-24,64e3321a3a685e5fc72f768029201519,eb70b202fb99d261fd9601e633fce956,54e92add6daf21de41714e1a141e7c37,RJ,a066df7361163e7ddc5d7452dd17448b,franca,5d52927f3cf2e3266c5dd6e4d2dd566a,telefonia,200.0,1638.0,5.0,59.9,1,59.9,15.17,75.07,150.14,22.531539351679385,delivered,5.0,87,C
2018-08-06,64eda3241f07453a9d8aeb85428c18c5,a22f32819804b087cea3366de1fe1ca4,b2a5d37aba6778303014ae7e4bf48fc0,SP,537eb890efff034a88679788b647c564,rio de janeiro,58d412a7724e865ba73ae3b5b27bf481,fashion_bolsas_e_acessorios,100.0,1056.0,3.0,29.9,1,29.9,15.31,45.21,45.21,9.36013888893649,delivered,5.0,88,C
2017-03-16,653f05432280006916452a2fbb55b136,784218b26424ee2726401c5e73df14d3,9c05287bdc440e6109e6174e2879699f,MG,0bb738e4d789e63e2267697c42d35a2d,sao roque,5af8f974918d5e68bc22ea894296adb6,ferramentas_jardim,800.0,11552.0,1.0,14.9,1,14.9,15.56,30.46,60.92,24.33556712977588,delivered,4.0,21,C
2018-06-13,654a7709a6364f1f2225033be8993d31,54f6cbc1087187d1603082eb0594d47c,7e04891cacaba45a6160a80c09758633,SP,42b729f859728f5079499127a9c2ef37,sao paulo,634256dbcd184b3757ffd7632c9fe52a,beleza_saude,150.0,1360.0,1.0,24.9,1,24.9,7.43,32.33,32.33,15.37298611132428,delivered,5.0,75,C
2018-02-04,659c757231085ed35dafa16a50fa16e8,7a0587a22e604b216a8ef5c8ce07d7fe,3857428967edc9647b8af374c0d78dfb,PR,391fc6631aebcf3004804e51b40bcf1e,ibitinga,582c166bb305eb330d28695a084720c1,moveis_decoracao,11750.0,84588.0,6.0,772.2,1,772.2,49.87,822.07,822.07,28.139421296305954,delivered,3.0,72,C
2017-11-10,65ac166c30ce56f69586b063209ba83f,f37d8e47c4050ed9d3aa6ac517c4e7a3,cdb306911affc0304f177bad851db2e0,SP,52f9db5cfb423382a2fa5c9e39303202,echapora,5a0783457f0264ade6beeac64ba145f4,eletroportateis,400.0,2640.0,1.0,59.99,1,59.99,11.92,71.91,71.91,19.356331018730998,delivered,5.0,51,C
2018-08-04,65cc9958974d9b84cb4caad96226d10f,d3609e0209e59ecadd26f066cd344349,551fdff84d3809ededcc078c25179e4d,MG,6eb94e1466490d327a09abf8f3552a50,jundiai,5afde944579b289b99c1ee420b2ad73d,beleza_saude,488.0,4590.0,1.0,118.99,1,118.99,15.93,134.92,134.92,16.28641203697771,delivered,5.0,75,C
2018-08-15,65d549dc989e0c1b68a8ee77cc3e3de9,2e462c1574e64c66142b135b786832f8,d7a735aebd4e27e0b093c740b9057ddb,MG,c013e57c075a06e5b5c48ee03c525719,sao carlos,5999995b8f64d769dbc6f592b86d6f8a,pet_shop,1200.0,6930.0,5.0,36.99,1,36.99,23.06,60.05,60.05,12.229884259402752,delivered,5.0,15,C
2017-10-03,65e6b525bace662c8db890bd33df5299,41e255383c00b16885a8a46c2039f0dd,8ddc88814f92ad699db061cc9eb59f0c,GO,12b9676b00f60f3b700e83af21824c0e,montenegro,5328338cfaa16ba10561cd970c73ca11,cool_stuff,1950.0,27588.0,1.0,199.0,1,199.0,38.94,237.94,237.94,41.07791666686535,delivered,5.0,52,C
2018-01-17,65f0f32bf61ebe1f0fd39ef5c56a583a,3cea834e27d1758a55deea9a52e66e40,ac63062a6669add32041c1f6dacc0057,RJ,eeb6de78f79159600292e314a77cbd18,lages,541de21b45fa18d292382c79394e055c,ferramentas_jardim,3200.0,4400.0,1.0,299.0,1,299.0,24.96,323.96,323.96,27.55572916660458,delivered,1.0,21,C
2017-03-06,65f72c812ba4ca1ebb3c3558c69d5693,b9e05b51f388a0fbeee7caa11813f044,333f6b9777069c0e20d81f6cea06c631,SP,acb6c2ca5c82411c1fdb88d5fd5eb95e,sao paulo,63ee501f72520d5ec54cef5fd3a21a20,esporte_lazer,1093.0,5040.0,3.0,52.9,1,52.9,11.75,64.65,64.65,21.665150463115424,delivered,5.0,3,C
2017-01-26,65fd2f07bc74b8df1728cc3ee9e19ebb,d118674ac7bfbd3385a7546522278e5d,13cdb9d2530b1193e81f0c447924d2f0,SP,522620dcb18a6b31cd7bdf73665113a9,cascavel,5bfcd193eb29c1c8332e2d4ca804d54f,consoles_games,340.0,1904.0,1.0,223.9,1,223.9,15.74,239.64000000000001,239.64,26.23633101861924,delivered,5.0,22,C
2018-06-03,66039d5c09809a835bd5e6e34619efc7,2ea99a95ebf94238ec56b30d6d2fa636,378557efd52a2a8abebca1d83d276e85,SP,5b85809efd0d0e4dea1a9544e1280ed9,presidente prudente,56d071c5c405afe639fbb1e7af7891e5,beleza_saude,400.0,18000.0,1.0,119.9,1,119.9,13.28,133.18,133.18,31.412488426081836,delivered,5.0,75,C
2018-01-23,661ab45d56f3c1ea4a2798d03710e3c4,f2f44651bf72c2b3ac527a8ccc57c796,02b201bcaa62f2e65294692b30fdaa4f,SC,0be8ff43f22e456b4e0371b2245e4d01,sao paulo,59c8342a739963404bfe66f292329b15,fashion_bolsas_e_acessorios,700.0,61920.0,2.0,89.9,1,89.9,68.99,158.89,158.89,26.17547453707084,delivered,2.0,88,C
2018-03-30,662c204ba347d430c0fc3a5df267478f,1e3512ce753ab87c643855569b8b23e1,cd63e4467d55a05d5218763e279d2b3a,SP,7c67e1448b00f6e969d365cea6b010ab,itaquaquecetuba,59c5e6e108b88212fb98525c9000ecfb,moveis_escritorio,8217.0,45968.0,1.0,139.94,1,139.94,18.35,158.29,158.29,27.202627314720303,delivered,1.0,53,C
2018-02-01,6631686db32c17309079cd521afd5a7d,fa50e1ab4bfb82d7f1fd7f6f78e6c830,c1c6a4e805bf156a629665fac5840280,MG,92eb0f42c21942b6552362b9b114707d,sao paulo,5bd6493a2d5a384987386f2696bae33d,telefonia,150.0,836.0,1.0,18.98,1,18.98,15.1,34.08,34.08,24.046898148022592,delivered,4.0,87,C
2018-07-24,6633cc9b9695c1fd9c51bd5afca04286,034dc20625271d7092e8228d1a80cac4,df1322661e034306910fdfe8d7b79065,SP,4e06067cc08b3f41d837768d392c3ee3,betim,54f777c90b177faa65e9901c297d5204,perfumaria,100.0,2464.0,1.0,19.99,1,19.99,15.24,35.23,35.23,15.060347222257406,delivered,4.0,61,C
2018-07-25,663d6f01237b7d9d1257bd3ce460af4b,581472f70857cdfa529a6a282f9e56fd,510c0b04c0a1d626ec12a7bc05852be2,SP,7c67e1448b00f6e969d365cea6b010ab,itaquaquecetuba,579447868ed3bc1c03b199dd2f0dcd07,moveis_escritorio,8200.0,45968.0,1.0,139.98,1,139.98,23.92,163.89999999999998,163.9,27.444074074272066,delivered,5.0,53,C
2017-10-04,664411dc25ffd21164cc72805f249313,471f625b14c432a5c0944bc2cba5aef9,1dff60947ba05acddc2703b32bb118d6,BA,4aba391bc3b88717ce08eb11e44937b2,arraial d'ajuda (porto seguro),55a257b8a93fa8ce0b4774de48718126,esporte_lazer,450.0,4050.0,2.0,669.0,1,669.0,16.93,685.93,685.93,21.969895833171904,delivered,5.0,3,C
2017-03-18,6648a06c491fb09866fe9080f43894c3,8f882292339b2d49db7de97b3d9d06c2,09583d4ff762fa1959167ec6ceffe5d1,PA,ccc4bbb5f32a6ab2b7066a4130f114e3,curitiba,5a11bc271d03e7a31cdd33d1d8580456,esporte_lazer,600.0,11400.0,3.0,309.0,1,309.0,27.9,336.9,336.9,39.11442129639909,delivered,3.0,3,C
